dataset,method,run_id,alignment,test_accuracy,train_time_sec,circuits_total,subcentroids,noise_level,mitigation,n_samples
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters6__rep2,tensor(0.1006 grad_fn=<SqueezeBackward0>),0.7333333333333333,148.927215,480,6,0.03,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters2__rep2,tensor(0.0959 grad_fn=<SqueezeBackward0>),0.8333333333333334,153.808588,160,2,0.04,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters4__rep2,tensor(0.0899 grad_fn=<SqueezeBackward0>),0.7333333333333333,208.827106,320,4,0.04,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters6__rep2,tensor(0.0790 grad_fn=<SqueezeBackward0>),0.7333333333333333,230.158969,480,6,0.04,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters8__rep2,tensor(0.1325 grad_fn=<SqueezeBackward0>),0.9666666666666667,257.714943,640,8,0.03,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters10__rep2,tensor(0.1409 grad_fn=<SqueezeBackward0>),0.9333333333333333,263.954951,800,10,0.03,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters2__rep2,tensor(0.0733 grad_fn=<SqueezeBackward0>),0.8333333333333334,134.072278,160,2,0.05,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters8__rep2,tensor(0.1006 grad_fn=<SqueezeBackward0>),0.9666666666666667,181.428597,640,8,0.04,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters4__rep2,tensor(0.0672 grad_fn=<SqueezeBackward0>),0.7333333333333333,159.822230,320,4,0.05,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters10__rep2,tensor(0.1078 grad_fn=<SqueezeBackward0>),0.9333333333333333,210.898182,800,10,0.04,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters6__rep2,tensor(0.0603 grad_fn=<SqueezeBackward0>),0.7333333333333333,170.504588,480,6,0.05,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters8__rep2,tensor(0.0728 grad_fn=<SqueezeBackward0>),0.8666666666666667,173.575161,640,8,0.05,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters2__rep2,tensor(0.0540 grad_fn=<SqueezeBackward0>),0.7666666666666667,127.077140,160,2,0.06,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters10__rep2,tensor(0.0779 grad_fn=<SqueezeBackward0>),0.8333333333333334,185.035086,800,10,0.05,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters4__rep2,tensor(0.0501 grad_fn=<SqueezeBackward0>),0.7666666666666667,141.034984,320,4,0.06,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters6__rep2,tensor(0.0454 grad_fn=<SqueezeBackward0>),0.7333333333333333,150.888991,480,6,0.06,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters8__rep2,tensor(0.0516 grad_fn=<SqueezeBackward0>),0.7666666666666667,177.697289,640,8,0.06,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters10__rep2,tensor(0.0553 grad_fn=<SqueezeBackward0>),0.7666666666666667,195.197728,800,10,0.06,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters2__rep2,tensor(0.0388 grad_fn=<SqueezeBackward0>),0.7666666666666667,135.322790,160,2,0.07,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters4__rep2,tensor(0.0369 grad_fn=<SqueezeBackward0>),0.7666666666666667,154.710540,320,4,0.07,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters6__rep2,tensor(0.0337 grad_fn=<SqueezeBackward0>),0.7333333333333333,158.570170,480,6,0.07,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters8__rep2,tensor(0.0365 grad_fn=<SqueezeBackward0>),0.7333333333333333,167.375430,640,8,0.07,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters2__rep2,tensor(0.0276 grad_fn=<SqueezeBackward0>),0.7666666666666667,132.714857,160,2,0.08,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters10__rep2,tensor(0.0393 grad_fn=<SqueezeBackward0>),0.7666666666666667,189.766756,800,10,0.07,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters4__rep2,tensor(0.0269 grad_fn=<SqueezeBackward0>),0.8,160.874315,320,4,0.08,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters2__rep2,tensor(0.0196 grad_fn=<SqueezeBackward0>),0.8,153.016006,160,2,0.09,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters6__rep2,tensor(0.0248 grad_fn=<SqueezeBackward0>),0.7333333333333333,174.806682,480,6,0.08,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters8__rep2,tensor(0.0261 grad_fn=<SqueezeBackward0>),0.7666666666666667,178.073069,640,8,0.08,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters10__rep2,tensor(0.0281 grad_fn=<SqueezeBackward0>),0.7666666666666667,181.948362,800,10,0.08,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters4__rep2,tensor(0.0194 grad_fn=<SqueezeBackward0>),0.8,144.410528,320,4,0.09,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters6__rep2,tensor(0.0182 grad_fn=<SqueezeBackward0>),0.8,161.433179,480,6,0.09,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters2__rep2,tensor(0.0140 grad_fn=<SqueezeBackward0>),0.8,126.874087,160,2,0.1,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters4__rep2,tensor(0.0140 grad_fn=<SqueezeBackward0>),0.8,144.882073,320,4,0.1,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters8__rep2,tensor(0.0188 grad_fn=<SqueezeBackward0>),0.7666666666666667,185.882579,640,8,0.09,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters6__rep2,tensor(0.0132 grad_fn=<SqueezeBackward0>),0.8,163.027283,480,6,0.1,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters10__rep2,tensor(0.0201 grad_fn=<SqueezeBackward0>),0.8,188.414188,800,10,0.09,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters8__rep2,tensor(0.0136 grad_fn=<SqueezeBackward0>),0.8,140.260163,640,8,0.1,,60
checkerboard,ccka,ccka_lr0_1_lr0_01_lr0_01_optgd_epochs20_epochs0_001_epochs0_001_clusters10__rep2,tensor(0.0144 grad_fn=<SqueezeBackward0>),0.8,150.430674,800,10,0.1,,60
