dataset,method,metric,epoch,mean,min,max,n_seeds
checkerboard,quackKTA,test_accuracy,97.0,0.9166666666666666,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,98.0,0.9166666666666666,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,99.0,0.9199999999999999,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,100.0,0.9199999999999999,0.7,1.0,10
checkerboard,centroidBasedKTA,test_accuracy,1.0,0.5466666666666666,0.36666666666666664,0.8333333333333334,10
checkerboard,centroidBasedKTA,test_accuracy,2.0,0.6233333333333333,0.36666666666666664,1.0,10
checkerboard,centroidBasedKTA,test_accuracy,3.0,0.6333333333333333,0.4,0.8333333333333334,10
checkerboard,centroidBasedKTA,test_accuracy,4.0,0.6633333333333333,0.4,0.8,10
checkerboard,centroidBasedKTA,test_accuracy,5.0,0.6733333333333333,0.4,0.9,10
checkerboard,centroidBasedKTA,test_accuracy,6.0,0.7566666666666666,0.4,1.0,10
checkerboard,centroidBasedKTA,test_accuracy,7.0,0.6966666666666667,0.4,0.9,10
checkerboard,centroidBasedKTA,test_accuracy,8.0,0.6900000000000001,0.4,0.9,10
checkerboard,centroidBasedKTA,test_accuracy,9.0,0.67,0.4,0.8666666666666667,10
checkerboard,centroidBasedKTA,test_accuracy,10.0,0.7,0.4,0.9333333333333333,10
checkerboard,centroidBasedKTA,test_accuracy,11.0,0.6866666666666668,0.4,0.9,10
checkerboard,centroidBasedKTA,test_accuracy,12.0,0.6533333333333333,0.4,0.8666666666666667,10
checkerboard,centroidBasedKTA,test_accuracy,13.0,0.7233333333333334,0.4,0.8666666666666667,10
checkerboard,centroidBasedKTA,test_accuracy,14.0,0.7266666666666667,0.4,0.9333333333333333,10
checkerboard,centroidBasedKTA,test_accuracy,15.0,0.7466666666666667,0.4,0.9666666666666667,10
