method,dataset,centroids,num_iterations,initial_training_accuracy,final_training_accuracy,initial_testing_accuracy,final_testing_accuracy,f1_score,precision,recall,training_time,circuit_executions,initial_kernel_alignment,final_kernel_alignment
randomKTA,corners,8.0,80,0.95,0.99,0.83,0.94,0.9399038461538461,0.9399038461538461,0.9399038461538461,31.669377791999068,1623122,0.19606539607048035,0.3514905273914337
randomKTA,corners,10.0,80,0.95,0.99,0.83,0.96,0.959983993597439,0.96,0.9607371794871795,31.792048708000948,1623160,0.19606539607048035,0.4014628529548645
quackKTA,corners,2.0,80,0.95,1.0,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,228.91210775000036,17886100,0.1977996677160263,0.3129437267780304
quackKTA,corners,4.0,80,0.95,1.0,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,248.39796079100051,17886100,0.1977996677160263,0.3129437267780304
quackKTA,corners,6.0,80,0.95,1.0,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,229.43546658299965,17886100,0.1977996677160263,0.3129437267780304
quackKTA,corners,8.0,80,0.95,1.0,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,228.76333629200053,17886100,0.1977996677160263,0.3129437267780304
quackKTA,corners,10.0,80,0.95,1.0,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,229.29310366699974,17886100,0.1977996677160263,0.3129437267780304
centroidBasedKTA,corners,2.0,800,0.95,0.95,0.83,0.92,0.9199679871948779,0.9199999999999999,0.9206730769230769,90.8378970419999,1644500,0.1664721816778183,0.1784239411354065
centroidBasedKTA,corners,4.0,800,0.95,0.99,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,91.60853287499958,1650900,0.1503462940454483,0.1524210274219513
centroidBasedKTA,corners,6.0,800,0.95,0.97,0.83,0.95,0.9499949994999499,0.9505802320928372,0.9511217948717949,91.79003191599986,1657300,0.1713453233242035,0.1434474140405655
centroidBasedKTA,corners,8.0,800,0.95,0.99,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,71.95898933399985,1663700,0.18077000975608826,0.16380226612091064
centroidBasedKTA,corners,10.0,800,0.95,0.98,0.83,0.94,0.9399759903961584,0.94,0.9407051282051282,91.71950020800068,1670100,0.1927756369113922,0.15662777423858643
greedyKTA,corners,2.0,80,0.95,0.98,0.83,0.93,0.9299929992999301,0.9305722288915566,0.9310897435897436,36.27098845799992,1711056,0.19606539607048035,0.23528526723384857
greedyKTA,corners,4.0,80,0.95,0.98,0.83,0.96,0.959983993597439,0.96,0.9607371794871795,37.0288189999992,1711070,0.19606539607048035,0.20711134374141693
greedyKTA,corners,6.0,80,0.95,0.98,0.83,0.87,0.8698828946051447,0.8697478991596639,0.8701923076923077,56.99427833300069,1711092,0.19606539607048035,0.20774677395820618
greedyKTA,corners,8.0,80,0.95,0.99,0.83,0.92,0.9199679871948779,0.9199999999999999,0.9206730769230769,37.5307058749986,1711122,0.19606539607048035,0.20511607825756073
greedyKTA,corners,10.0,80,0.95,0.98,0.83,0.94,0.9399038461538461,0.9399038461538461,0.9399038461538461,37.535329833001015,1711160,0.19606539607048035,0.17548884451389313
fullKTA,corners,,90,0.95,1.0,0.83,0.96,0.959983993597439,0.96,0.9607371794871795,45.77760716699959,1834150,0.19606539607048035,0.4809802770614624
randomKTA,corners,2.0,90,0.95,0.85,0.83,0.78,0.7726333195535345,0.8428571428571429,0.7884615384615384,32.72625566700117,1824056,0.19606539607048035,0.21063977479934692
randomKTA,corners,4.0,90,0.95,0.98,0.83,0.93,0.9299929992999301,0.9305722288915566,0.9310897435897436,33.098844333999295,1824070,0.19606539607048035,0.2834077775478363
randomKTA,corners,6.0,90,0.95,1.0,0.83,0.95,0.9499549594635172,0.949779911964786,0.9503205128205128,32.63526062500023,1824092,0.19606539607048035,0.36745259165763855
randomKTA,corners,8.0,90,0.95,1.0,0.83,0.96,0.959983993597439,0.96,0.9607371794871795,33.82329958399896,1824122,0.19606539607048035,0.3188381791114807
randomKTA,corners,10.0,90,0.95,0.99,0.83,0.96,0.959983993597439,0.96,0.9607371794871795,33.479325207999864,1824160,0.19606539607048035,0.4146026372909546
quackKTA,corners,2.0,90,0.95,1.0,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,254.4693352079994,20118100,0.1977996677160263,0.32379692792892456
quackKTA,corners,4.0,90,0.95,1.0,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,275.2023664169992,20118100,0.1977996677160263,0.32379692792892456
quackKTA,corners,6.0,90,0.95,1.0,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,253.37926270800017,20118100,0.1977996677160263,0.32379692792892456
quackKTA,corners,8.0,90,0.95,1.0,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,274.97054325000136,20118100,0.1977996677160263,0.32379692792892456
quackKTA,corners,10.0,90,0.95,1.0,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,254.3236607079998,20118100,0.1977996677160263,0.32379692792892456
centroidBasedKTA,corners,2.0,900,0.95,0.95,0.83,0.92,0.9199679871948779,0.9199999999999999,0.9206730769230769,99.29977179100024,1846300,0.1664721816778183,0.17605186998844147
centroidBasedKTA,corners,4.0,900,0.95,0.99,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,100.54833416700058,1853500,0.1503462940454483,0.1713312268257141
centroidBasedKTA,corners,6.0,900,0.95,0.97,0.83,0.95,0.9499949994999499,0.9505802320928372,0.9511217948717949,99.46093641600055,1860700,0.1713453233242035,0.1477077454328537
centroidBasedKTA,corners,8.0,900,0.95,0.99,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,99.70493787499981,1867900,0.18077000975608826,0.16706232726573944
centroidBasedKTA,corners,10.0,900,0.95,0.98,0.83,0.94,0.9399759903961584,0.94,0.9407051282051282,78.0608542910013,1875100,0.1927756369113922,0.1744772493839264
greedyKTA,corners,2.0,90,0.95,0.98,0.83,0.94,0.94,0.9415064102564102,0.9415064102564102,38.77442162499938,1923056,0.19606539607048035,0.18946100771427155
greedyKTA,corners,4.0,90,0.95,0.98,0.83,0.91,0.90999099909991,0.9126856684062625,0.9118589743589745,61.4306800000013,1923070,0.19606539607048035,0.23109082877635956
greedyKTA,corners,6.0,90,0.95,0.99,0.83,0.94,0.94,0.9415064102564102,0.9415064102564102,38.89428683299957,1923092,0.19606539607048035,0.18161316215991974
greedyKTA,corners,8.0,90,0.95,0.99,0.83,0.93,0.9299369432489241,0.9297719087635055,0.9302884615384616,39.71116187500047,1923122,0.19606539607048035,0.17560258507728577
greedyKTA,corners,10.0,90,0.95,0.99,0.83,0.92,0.9199679871948779,0.9199999999999999,0.9206730769230769,39.85707233300127,1923160,0.19606539607048035,0.17794489860534668
fullKTA,corners,,100,0.95,1.0,0.83,0.96,0.959983993597439,0.96,0.9607371794871795,49.75789220899969,2035150,0.19606539607048035,0.4858577251434326
randomKTA,corners,2.0,100,0.95,0.86,0.83,0.78,0.7726333195535345,0.8428571428571429,0.7884615384615384,34.30805762499949,2025056,0.19606539607048035,0.22371762990951538
randomKTA,corners,4.0,100,0.95,0.98,0.83,0.93,0.9299369432489241,0.9297719087635055,0.9302884615384616,35.18834425000023,2025070,0.19606539607048035,0.2535238265991211
randomKTA,corners,6.0,100,0.95,0.98,0.83,0.94,0.9399759903961584,0.94,0.9407051282051282,34.75978012499945,2025092,0.19606539607048035,0.3851490020751953
randomKTA,corners,8.0,100,0.95,0.98,0.83,0.96,0.96,0.9615384615384616,0.9615384615384616,36.05665333300021,2025122,0.19606539607048035,0.3540981411933899
randomKTA,corners,10.0,100,0.95,0.99,0.83,0.95,0.9499549594635172,0.949779911964786,0.9503205128205128,35.950782042000355,2025160,0.19606539607048035,0.43277451395988464
quackKTA,corners,2.0,100,0.95,0.99,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,279.00477566600057,22350100,0.1977996677160263,0.3317260146141052
quackKTA,corners,4.0,100,0.95,0.99,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,302.8543687500005,22350100,0.1977996677160263,0.3317260146141052
quackKTA,corners,6.0,100,0.95,0.99,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,279.40413287500087,22350100,0.1977996677160263,0.3317260146141052
quackKTA,corners,8.0,100,0.95,0.99,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,303.46482537500015,22350100,0.1977996677160263,0.3317260146141052
quackKTA,corners,10.0,100,0.95,0.99,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,279.7357450829986,22350100,0.1977996677160263,0.3317260146141052
centroidBasedKTA,corners,2.0,1000,0.95,0.95,0.83,0.92,0.9199679871948779,0.9199999999999999,0.9206730769230769,107.92583341700083,2048100,0.1664721816778183,0.15606483817100525
centroidBasedKTA,corners,4.0,1000,0.95,0.99,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,108.93004054099947,2056100,0.1503462940454483,0.1512894481420517
centroidBasedKTA,corners,6.0,1000,0.95,0.97,0.83,0.95,0.9499949994999499,0.9505802320928372,0.9511217948717949,108.21482354199907,2064100,0.1713453233242035,0.13557273149490356
centroidBasedKTA,corners,8.0,1000,0.95,0.99,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,108.49882724999952,2072100,0.18077000975608826,0.16282454133033752
centroidBasedKTA,corners,10.0,1000,0.95,0.98,0.83,0.94,0.9399759903961584,0.94,0.9407051282051282,84.56012029200065,2080100,0.1927756369113922,0.13742655515670776
greedyKTA,corners,2.0,100,0.95,0.98,0.83,0.93,0.9299929992999301,0.9305722288915566,0.9310897435897436,40.826444792000984,2135056,0.19606539607048035,0.17857219278812408
greedyKTA,corners,4.0,100,0.95,0.99,0.83,0.94,0.9399759903961584,0.94,0.9407051282051282,66.12258195899994,2135070,0.19606539607048035,0.21538403630256653
greedyKTA,corners,6.0,100,0.95,0.99,0.83,0.92,0.9199679871948779,0.9199999999999999,0.9206730769230769,41.31880174999969,2135092,0.19606539607048035,0.21647438406944275
greedyKTA,corners,8.0,100,0.95,0.98,0.83,0.92,0.9199679871948779,0.9199999999999999,0.9206730769230769,43.58684633300072,2135122,0.19606539607048035,0.17541992664337158
greedyKTA,corners,10.0,100,0.95,0.98,0.83,0.92,0.9199679871948779,0.9199999999999999,0.9206730769230769,41.970360500001334,2135160,0.19606539607048035,0.2317522168159485
fullKTA,corners,,150,0.95,1.0,0.83,0.95,0.9499949994999499,0.9505802320928372,0.9511217948717949,70.0707762080001,3040150,0.19606539607048035,0.503332257270813
randomKTA,corners,2.0,150,0.95,0.88,0.83,0.78,0.7756017951856384,0.8190730837789661,0.7868589743589745,44.44593554199855,3030056,0.19606539607048035,0.2099229395389557
randomKTA,corners,4.0,150,0.95,0.99,0.83,0.89,0.8899009108197378,0.8897559023609444,0.890224358974359,44.769453207998595,3030070,0.19606539607048035,0.29325008392333984
randomKTA,corners,6.0,150,0.95,1.0,0.83,0.97,0.96999699969997,0.9705882352941176,0.9711538461538461,45.59581212500052,3030092,0.19606539607048035,0.4035324156284332
randomKTA,corners,8.0,150,0.95,0.99,0.83,0.95,0.9499549594635172,0.949779911964786,0.9503205128205128,46.11968708400127,3030122,0.19606539607048035,0.4055272936820984
randomKTA,corners,10.0,150,0.95,1.0,0.83,0.96,0.959983993597439,0.96,0.9607371794871795,46.06516399999964,3030160,0.19606539607048035,0.4538464844226837
quackKTA,corners,2.0,150,0.95,1.0,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,407.8253392079987,33510100,0.1977996677160263,0.3300078511238098
quackKTA,corners,4.0,150,0.95,1.0,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,407.09232175000216,33510100,0.1977996677160263,0.3300078511238098
quackKTA,corners,6.0,150,0.95,1.0,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,433.60743979200197,33510100,0.1977996677160263,0.3300078511238098
quackKTA,corners,8.0,150,0.95,1.0,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,407.9353992920005,33510100,0.1977996677160263,0.3300078511238098
quackKTA,corners,10.0,150,0.95,1.0,0.83,0.93,0.9299929992999301,0.9327579285427539,0.9318910256410255,433.90519525000127,33510100,0.1977996677160263,0.3300078511238098
centroidBasedKTA,corners,2.0,1500,0.95,0.95,0.83,0.92,0.9199679871948779,0.9199999999999999,0.9206730769230769,141.1376639170012,3057100,0.1664721816778183,0.16307133436203003
centroidBasedKTA,corners,4.0,1500,0.95,0.99,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,142.54453770799955,3069100,0.1503462940454483,0.14567303657531738
centroidBasedKTA,corners,6.0,1500,0.95,0.97,0.83,0.95,0.9499949994999499,0.9505802320928372,0.9511217948717949,142.23031674999947,3081100,0.1713453233242035,0.12392251193523407
centroidBasedKTA,corners,8.0,1500,0.95,0.99,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,142.31431529199835,3093100,0.18077000975608826,0.16494271159172058
centroidBasedKTA,corners,10.0,1500,0.95,0.98,0.83,0.94,0.9399759903961584,0.94,0.9407051282051282,143.54151020800055,3105100,0.1927756369113922,0.1340579390525818
greedyKTA,corners,2.0,150,0.95,0.97,0.83,0.91,0.90999099909991,0.9126856684062625,0.9118589743589745,52.0251590830012,3195056,0.19606539607048035,0.21954020857810974
greedyKTA,corners,4.0,150,0.95,0.97,0.83,0.94,0.94,0.9415064102564102,0.9415064102564102,52.323249917000794,3195070,0.19606539607048035,0.20055833458900452
greedyKTA,corners,6.0,150,0.95,0.99,0.83,0.94,0.9399759903961584,0.94,0.9407051282051282,52.86625495899716,3195092,0.19606539607048035,0.23931917548179626
greedyKTA,corners,8.0,150,0.95,1.0,0.83,0.92,0.9199679871948779,0.9199999999999999,0.9206730769230769,54.02046741600134,3195122,0.19606539607048035,0.19713519513607025
greedyKTA,corners,10.0,150,0.95,0.97,0.83,0.92,0.9199679871948779,0.9199999999999999,0.9206730769230769,53.75827025000035,3195160,0.19606539607048035,0.24690820276737213
fullKTA,corners,,200,0.95,1.0,0.83,0.95,0.9499949994999499,0.9505802320928372,0.9511217948717949,90.0454622090001,4045150,0.19606539607048035,0.5162894129753113
randomKTA,corners,2.0,200,0.95,0.89,0.83,0.78,0.7742200328407225,0.8299632352941176,0.7876602564102564,82.91189229199881,4035056,0.19606539607048035,0.21468831598758698
randomKTA,corners,4.0,200,0.95,0.98,0.83,0.9,0.8998397435897436,0.8998397435897436,0.8998397435897436,55.37903787500181,4035070,0.19606539607048035,0.2758501172065735
randomKTA,corners,6.0,200,0.95,0.99,0.83,0.97,0.96999699969997,0.9705882352941176,0.9711538461538461,56.061223749999044,4035092,0.19606539607048035,0.4099251925945282
randomKTA,corners,8.0,200,0.95,1.0,0.83,0.96,0.959983993597439,0.96,0.9607371794871795,56.26645266699779,4035122,0.19606539607048035,0.44351381063461304
randomKTA,corners,10.0,200,0.95,0.99,0.83,0.96,0.959983993597439,0.96,0.9607371794871795,57.5816151250001,4035160,0.19606539607048035,0.45579808950424194
quackKTA,corners,2.0,200,0.95,1.0,0.83,0.92,0.92,0.921474358974359,0.921474358974359,535.4584555830006,44670100,0.1977996677160263,0.33428481221199036
quackKTA,corners,4.0,200,0.95,1.0,0.83,0.92,0.92,0.921474358974359,0.921474358974359,563.8921221669989,44670100,0.1977996677160263,0.33428481221199036
quackKTA,corners,6.0,200,0.95,1.0,0.83,0.92,0.92,0.921474358974359,0.921474358974359,564.0530886669985,44670100,0.1977996677160263,0.33428481221199036
quackKTA,corners,8.0,200,0.95,1.0,0.83,0.92,0.92,0.921474358974359,0.921474358974359,535.3472519580027,44670100,0.1977996677160263,0.33428481221199036
quackKTA,corners,10.0,200,0.95,1.0,0.83,0.92,0.92,0.921474358974359,0.921474358974359,564.4636485839983,44670100,0.1977996677160263,0.33428481221199036
centroidBasedKTA,corners,2.0,2000,0.95,0.95,0.83,0.92,0.9199679871948779,0.9199999999999999,0.9206730769230769,174.67489900000146,4066100,0.1664721816778183,0.12937450408935547
centroidBasedKTA,corners,4.0,2000,0.95,0.99,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,205.5375294580008,4082100,0.1503462940454483,0.14729829132556915
centroidBasedKTA,corners,6.0,2000,0.95,0.97,0.83,0.95,0.9499949994999499,0.9505802320928372,0.9511217948717949,175.64561012500053,4098100,0.1713453233242035,0.1301405131816864
centroidBasedKTA,corners,8.0,2000,0.95,0.99,0.83,0.92,0.9199679871948779,0.9243156199677939,0.922275641025641,176.8539712080019,4114100,0.18077000975608826,0.18156549334526062
centroidBasedKTA,corners,10.0,2000,0.95,0.98,0.83,0.94,0.9399759903961584,0.94,0.9407051282051282,207.27096795800026,4130100,0.1927756369113922,0.13021689653396606
greedyKTA,corners,2.0,200,0.95,0.96,0.83,0.89,0.8899889988998899,0.8905562224889956,0.891025641025641,63.31104725000114,4255056,0.19606539607048035,0.22056832909584045
greedyKTA,corners,4.0,200,0.95,0.99,0.83,0.9,0.8996386993175431,0.9009661835748792,0.8990384615384616,63.71647541699713,4255070,0.19606539607048035,0.18329955637454987
greedyKTA,corners,6.0,200,0.95,0.98,0.83,0.88,0.88,0.8814102564102564,0.8814102564102564,63.77708495800107,4255092,0.19606539607048035,0.19709333777427673
greedyKTA,corners,8.0,200,0.95,0.99,0.83,0.91,0.90999099909991,0.9105642256902762,0.9110576923076923,64.88049958299962,4255122,0.19606539607048035,0.19038575887680054
greedyKTA,corners,10.0,200,0.95,0.98,0.83,0.92,0.9199679871948779,0.9199999999999999,0.9206730769230769,65.3408427079994,4255160,0.19606539607048035,0.20894671976566315
